latitude,longitude,cluster
12.9891497,77.5077437,4
13.0145576,77.5696436,0
12.9232313,77.5904837,0
13.0357481,77.6283566,0
12.8196613,77.6877212,16
12.9697862,77.7499252,3
12.9228111,77.7365506,-1
12.971535,77.5941929,0
12.96652735,77.60810502,0
12.926187,77.6772301,1
13.0077773,77.5838076,0
12.9750878,77.5481342,0
13.029877,77.5377738,0
12.9340271,77.6892659,1
12.8353407,77.6791817,8
12.9163498,77.6122067,0
12.9948294,77.6040054,0
12.9634765,77.6415675,0
13.0775201,77.5924027,0
13.0445011,77.5830561,0
12.9754467,77.548252,0
12.960507,77.5575071,0
12.9963786,77.584919,0
12.9976941,77.584432,0
12.9616717,77.6308433,0
13.075025,77.4360233,0
12.9536214,77.5428369,0
12.92001766,77.66562279,1
12.967049,77.6102824,0
13.07838,77.427995,0
13.067431,77.4509417,0
13.0565314,77.5934723,0
13.0252215,77.5854385,0
13.0624083,77.459675,0
13.0525889,77.4882603,0
12.9827733,77.5622665,0
13.0517275,77.4890823,0
12.8764512,77.6715527,-1
12.8912876,77.6260666,0
13.0519799,77.489572,0
12.9520875,77.5407653,0
13.0300435,77.5375531,0
12.9595784,77.6492766,20
13.0426261,77.5148623,0
12.9557117,77.6916217,1
12.9379783,77.5214433,0
13.010814,77.5836806,0
13.04648015,77.50384754,0
13.0765895,77.5923254,0
12.8856454,77.541635,-1
12.9357223,77.5134413,0
12.92071012,77.66535994,1
13.055969,77.4760833,0
12.9694578,77.7006343,1
13.0200506,77.7094059,0
12.9556427,77.545929,0
12.9137365,77.6774246,1
13.0009179,77.612603,0
12.9137307,77.6775918,1
12.9964726,77.5845948,0
13.026353,77.544093,0
12.9616777,77.6305228,0
12.9061591,77.5856052,0
12.9964326,77.5846186,0
13.0471823,77.5687914,0
12.9964147,77.5846199,0
12.9763384,77.575645,0
12.981767,77.5601309,0
12.9725476,77.5079739,4
12.9735765,77.5693008,0
13.022045,77.6497867,0
12.9354371,77.536311,-1
13.0022947,77.6158366,0
13.0415656,77.6118591,0
13.0690187,77.5928063,0
12.9397541,77.7473664,17
12.9859956,77.5893687,0
12.8878816,77.6407286,0
12.9692805,77.7006521,1
13.0451892,77.5070112,0
12.9360198,77.7068567,1
13.0424656,77.5148652,0
12.9711964,77.6995594,1
12.9883029,77.509169,4
12.9898004,77.5721914,0
12.92227542,77.61942577,0
12.913843,77.6774956,1
12.9772269,77.751196,3
13.1092587,77.6039334,0
13.0386532,77.5740578,-1
12.9154072,77.5653126,0
12.9891588,77.5002047,4
13.0454067,77.5804235,0
13.0107881,77.6620919,0
13.0380265,77.5218887,0
12.961075,77.6373946,0
12.9712598,77.597572,0
13.0219533,77.6496153,0
13.0967428,77.5980771,0
13.03895,77.5895433,0
12.9632521,77.5824056,0
12.97457646,77.62552477,0
13.0081323,77.6928683,0
13.0467793,77.5657141,0
13.1083256,77.602945,0
13.0686851,77.4480875,0
12.9834372,77.5910288,0
12.9955054,77.6656028,0
13.0416934,77.6141348,0
12.9831222,77.560473,0
12.9241031,77.6488026,1
12.9480061,77.5350513,0
13.1219878,77.6106476,0
12.9329717,77.5086981,0
12.9649995,77.5347577,33
12.9979557,77.553242,0
13.049104,77.5932567,0
12.9062767,77.5854083,0
12.9930661,77.6072646,0
13.0483496,77.6454296,11
12.9474857,77.5334546,0
12.9946463,77.757638,18
12.9389754,77.5982845,0
12.8404633,77.6521017,-1
12.990066,77.5051704,4
13.0332299,77.5882243,0
12.9559289,77.5459051,0
12.9900093,77.5051989,4
13.0198953,77.7095235,0
13.0085344,77.5715468,0
12.9991066,77.6747282,0
12.9978016,77.6098254,0
12.8854753,77.5965566,0
12.979657,77.5710764,0
12.8854927,77.5965724,0
13.0161568,77.7092743,0
13.030071,77.536943,0
13.0140206,77.5675162,0
13.1025028,77.5994852,0
13.0455545,77.505774,0
12.99601,77.75823,18
13.0428518,77.5510758,0
13.035473,77.5890568,0
12.9519615,77.4996318,4
12.8829772,77.752955,19
13.0982087,77.5712693,-1
13.0738494,77.4396108,0
13.0375682,77.6270117,0
12.9605694,77.5042779,4
12.9423299,77.5312866,0
12.974095,77.601415,0
12.9485683,77.5934648,0
12.9539748,77.5433401,0
13.0418551,77.6138337,0
13.0290051,77.5402099,0
12.9287199,77.5454335,7
12.9668133,77.50355,4
13.0102,77.5903783,0
12.9592991,77.6545459,20
13.039407,77.6414637,11
12.9063976,77.629448,0
12.9675759,77.6063726,0
12.9392078,77.5800529,0
12.9437435,77.5799452,0
12.9168228,77.5858813,0
13.0086669,77.5487517,0
12.948058,77.5739248,0
13.0469097,77.6445369,11
12.9640354,77.5822556,0
12.9814912,77.5865964,0
12.9856687,77.5977511,0
12.975762,77.5646846,0
12.9156273,77.5694489,0
12.916885,77.5858733,0
12.90731581,77.6955824,-1
13.2675104,77.7198706,-1
12.9154399,77.5694428,0
12.9591976,77.5227753,4
12.90730454,77.69558165,-1
13.0390527,77.7395319,-1
12.97878153,77.59976254,0
12.9065364,77.5734677,0
12.9061883,77.5856282,0
12.9443726,77.597203,0
12.905831,77.6018674,0
12.9155161,77.5695657,0
12.9778753,77.5854037,0
12.9778753,77.5854037,0
13.0440133,77.55428,0
13.0231864,77.6468554,0
12.9054695,77.6016118,0
12.9879767,77.5094764,4
12.9423959,77.6226033,5
13.0435049,77.5843994,0
12.9435964,77.5823553,0
12.9257168,77.5970916,0
12.9263776,77.579679,0
12.966254,77.625327,0
12.9063647,77.5797301,0
12.9454287,77.5282021,0
12.9604217,77.5058979,4
13.0635036,77.457108,0
13.0379984,77.5219185,0
12.9388117,77.5224783,0
12.9288203,77.600102,0
13.0456229,77.5063447,0
12.9294076,77.6004122,0
12.978411,77.5434705,0
12.9481048,77.5732898,0
12.9299316,77.6761985,1
12.9784584,77.5432841,0
12.9785537,77.6057138,0
12.9897616,77.5020282,4
12.9694415,77.7006984,1
13.0020031,77.6796905,0
13.0418888,77.5476664,0
12.9390344,77.7473732,17
13.1825274,77.6406882,-1
12.9613179,77.6318647,0
13.0271353,77.5796689,0
13.0757816,77.5904347,0
12.9613255,77.6317795,0
13.0897567,77.5966983,0
13.0102806,77.6978433,0
12.9928511,77.5835581,0
12.9615318,77.5604072,0
12.9709573,77.6068549,0
12.987838,77.5130677,4
12.912785,77.5589141,-1
12.9863077,77.6461739,0
12.9863102,77.646048,0
12.9567617,77.7015267,1
12.972025,77.6194239,0
12.9289423,77.6179915,0
12.971406,77.6189246,0
12.9718995,77.6197751,0
13.0929683,77.59668,0
12.9345691,77.6297146,0
12.9773537,77.6271626,0
12.9538866,77.5687814,0
12.9758572,77.5875033,0
12.9681574,77.6061899,0
12.9561486,77.7009942,1
12.92609339,77.67623685,1
12.9458905,77.5284091,0
13.041233,77.6223217,0
12.9653189,77.5842525,0
12.9063813,77.585974,0
13.0381636,77.626299,0
12.916914,77.5735171,0
13.0380883,77.6259417,0
12.9473844,77.6989762,1
12.9652817,77.7019333,1
12.9530642,77.5417254,0
12.9424905,77.7467855,17
12.9879506,77.6499319,0
12.9696333,77.603115,0
13.00121678,77.58402681,0
12.9561274,77.7125013,1
13.0384192,77.6257821,0
12.9135217,77.6036567,0
13.030281,77.585662,0
13.1211683,77.6179233,-1
13.0423232,77.5900171,0
12.9461308,77.5970935,0
13.0437007,77.5157783,0
12.9318535,77.5838672,0
13.10111,77.59962,0
12.9264413,77.5808446,0
12.9216,77.5807633,0
12.9222233,77.5836883,0
12.92603,77.5802967,0
12.9841406,77.7519672,3
12.9529765,77.5415796,0
12.953515,77.5003879,4
12.9386033,77.6346546,0
13.0028466,77.5838445,0
12.9873542,77.5126242,4
12.9597916,77.6415806,0
12.9364,77.5185545,0
13.0293051,77.5402265,0
12.9696676,77.7004044,1
12.9608088,77.6386153,0
12.93269,77.5886561,0
12.9766224,77.6009202,0
13.0019858,77.5838626,0
12.9691833,77.590395,0
12.9653882,77.7018161,1
12.9816739,77.5869219,0
12.9828467,77.5966008,0
13.0361195,77.5895123,0
12.9691733,77.5905,0
12.9803167,77.5860051,0
12.9254516,77.5803284,0
12.9698023,77.7004597,1
13.2573834,77.7123422,-1
12.9606468,77.5043745,4
12.9462817,77.6072168,0
12.9050763,77.5856446,0
12.9234712,77.6554145,1
12.8663994,77.5345759,-1
12.9371572,77.5626196,-1
13.0020386,77.6630527,0
13.0429355,77.5866438,0
13.050612,77.5933747,0
12.938718,77.6346991,0
12.9837283,77.5938566,0
12.9451182,77.5970652,0
13.0168373,77.5840601,0
13.0468824,77.5756714,0
12.9018662,77.6011464,0
12.9819509,77.5954538,0
12.9870587,77.6485145,0
13.0699341,77.6204685,-1
13.0445891,77.5818807,0
12.9870855,77.648421,0
12.969172,77.7005467,1
13.0958264,77.5936221,0
13.031606,77.5874307,0
13.0879383,77.5940317,0
12.9727382,77.698422,1
12.8993933,77.6339815,0
13.070013,77.4450571,0
13.0396997,77.5182903,0
12.9529134,77.5416203,0
12.9641669,77.625944,0
13.046897,77.644382,11
13.1250833,77.6124167,0
12.9800539,77.5727642,0
12.85678142,77.66416602,6
12.9679697,77.5909676,0
12.9567473,77.5342133,33
13.0936884,77.5959414,0
13.0347674,77.5291978,0
12.9378462,77.6349705,0
12.917534,77.5761933,0
12.9747841,77.5486991,0
12.9750397,77.5522543,0
13.0286023,77.5361493,0
12.9875809,77.619241,0
12.9614333,77.5606533,0
12.9750969,77.5522369,0
12.9932058,77.6619145,0
12.9405829,77.5742938,0
12.9876225,77.5945968,0
12.9436333,77.7471783,17
13.0299352,77.5366387,0
12.9839548,77.6403761,0
12.9636898,77.5847108,0
13.0016955,77.6792426,0
12.9163228,77.570324,0
13.0413323,77.6224696,0
12.9752206,77.6256805,0
12.9857333,77.5266267,4
12.9839284,77.6405645,0
13.0246483,77.5852377,0
12.9858915,77.5264086,4
12.9818243,77.5952978,0
12.9834253,77.5950206,0
12.9063895,77.5953074,-1
12.9063944,77.5917062,0
13.0448582,77.5816721,0
12.9558641,77.5463576,0
13.0406715,77.6219368,0
13.019261,77.6558323,0
12.9634736,77.6417093,0
12.9839379,77.5977188,0
12.9054146,77.5856761,0
12.8182782,77.6899311,16
13.0633558,77.4578239,0
12.9694928,77.700667,1
12.9170147,77.5841208,0
12.9627,77.5653883,0
13.0473308,77.5011321,0
12.9560094,77.7279445,1
12.8883535,77.5620501,21
13.0083988,77.6957918,0
13.0014249,77.5837935,0
13.05331416,77.55094528,0
12.9834332,77.5950398,0
12.9674234,77.5681024,0
12.9832542,77.5960755,0
12.9610652,77.5592214,0
12.9365224,77.7037577,1
12.9022491,77.6009868,0
12.9864507,77.73138,2
13.1305823,77.615127,0
13.0454386,77.5020767,0
13.1028933,77.5997786,0
12.99572,77.5960333,0
12.9769594,77.6202004,0
13.044785,77.6266483,0
12.9798573,77.5816369,0
12.9016245,77.601047,0
13.0043228,77.7567049,18
13.0391136,77.542641,0
12.9775418,77.5742287,0
12.959592,77.5620312,0
12.9011982,77.5443666,22
12.9667804,77.5874869,0
12.9767709,77.5835862,0
12.9714146,77.6582129,29
13.0097918,77.7591575,18
12.9563287,77.5914733,0
13.0414178,77.6231794,0
13.0391876,77.5193964,0
13.0377318,77.5418233,0
12.9804733,77.5794236,0
13.0259455,77.5855367,0
12.9427928,77.5974063,0
12.9498164,77.6058462,0
12.9576764,77.6059609,0
12.9584214,77.5542999,0
13.0414067,77.5462717,0
12.976579,77.5888679,0
12.9096044,77.6762233,1
13.0415604,77.5470832,0
12.9636778,77.585023,0
13.0287687,77.5376981,0
13.016855,77.7037633,0
12.93008,77.6219487,0
12.9612781,77.5588938,0
13.0292386,77.5365365,0
13.0377313,77.6265336,0
12.9925593,77.7125964,13
12.9558203,77.7157905,1
12.9806035,77.5707879,0
13.0431668,77.5570694,0
12.9843071,77.5541767,0
12.9843207,77.5542729,0
13.0084613,77.6943781,0
13.0445549,77.5829215,0
13.0445436,77.5087575,0
12.9064837,77.5859033,0
13.0213237,77.7116339,0
12.906294,77.5854735,0
13.01855644,77.55852789,0
12.9634288,77.641634,0
12.99612,77.5847715,0
13.0932367,77.5954955,0
13.0949499,77.5972685,0
13.0040559,77.5830881,0
13.0393024,77.5190934,0
13.0443038,77.5098057,0
13.1907044,77.6457617,23
13.0413692,77.6226907,0
12.947392,77.5333224,0
12.9774516,77.580309,0
13.0437541,77.584076,0
13.0858183,77.5937033,0
12.9877044,77.4934405,4
13.0019267,77.63335,-1
12.9702493,77.6322612,-1
12.9859933,77.5793638,0
13.0069383,77.5488183,0
12.9540483,77.5913017,0
12.9216667,77.6213533,0
12.9896217,77.5016845,4
12.9533243,77.5737148,0
12.9919367,77.5855533,0
12.9872076,77.5801517,0
12.901769,77.7072031,-1
12.9842607,77.6002114,0
12.9500193,77.6062176,0
13.037069,77.541653,0
13.0370664,77.5416438,0
13.0400857,77.5186436,0
12.971035,77.5981567,0
12.9109944,77.6265845,0
13.0380492,77.6260807,0
13.03812,77.6261448,0
13.0380229,77.6260876,0
13.0378492,77.626686,0
12.9876992,77.5138278,4
12.9093615,77.627449,0
12.9493925,77.605846,0
13.0368982,77.5416469,0
12.9603429,77.593817,0
12.98709566,77.61905384,0
12.9843085,77.5999849,0
13.0368856,77.5894397,0
12.9757394,77.62623,0
13.0134768,77.7095819,0
13.058216,77.4775502,0
12.890508,77.5643429,21
12.995394,77.5505958,0
12.9757009,77.5572382,0
12.8209447,77.6869068,16
12.9021244,77.6009099,0
12.9591872,77.7012264,1
13.01862439,77.55800419,0
12.9253172,77.550233,7
13.0199996,77.7098546,0
13.04244,77.5917,0
13.0036356,77.6629395,0
13.0494042,77.6453035,11
12.9233673,77.6003486,0
13.051243,77.5079024,0
12.9163992,77.6343214,24
12.9593141,77.6489403,20
13.0098085,77.5060619,-1
13.018385,77.7061817,0
13.0181824,77.7075933,0
12.9597477,77.6487553,0
12.9559951,77.5460193,0
13.0212083,77.532755,0
13.0423317,77.5489533,0
12.9608839,77.5583387,0
12.9837183,77.64181,0
12.9074103,77.6003976,0
12.9869252,77.5800472,0
12.9762151,77.5990724,0
12.8993583,77.5727639,0
12.9832903,77.59701,0
13.0299318,77.5364118,0
12.9675116,77.5891914,0
12.9625255,77.5948692,0
12.8813895,77.5431082,-1
12.9622317,77.5948457,0
12.993745,77.5852617,0
12.901029,77.4665508,30
12.9425168,77.5255155,0
12.8904509,77.5642971,21
13.0454946,77.5071561,0
13.0157783,77.5729483,0
12.9336029,77.6113624,0
13.0673044,77.4496339,0
12.9459336,77.5954659,0
12.9612079,77.5590824,0
13.0447938,77.5825434,0
13.0201267,77.65254,0
13.0290396,77.5861366,0
12.9417005,77.7471249,17
12.9663381,77.5869429,0
12.9783139,77.5489833,0
13.0616905,77.4597317,0
13.0384767,77.5894392,0
13.014384,77.5837351,0
12.9155018,77.6245772,0
12.9840583,77.5490758,0
12.929503,77.6161562,0
12.8699916,77.6534081,0
13.0453915,77.507419,0
13.070237,77.5651338,-1
12.9745356,77.6110416,0
13.0701444,77.5650602,-1
12.9696663,77.7005081,1
13.0454251,77.5071765,0
13.01608,77.5840883,0
12.976771,77.5887083,0
13.0701371,77.5650858,-1
12.9161006,77.6324548,24
12.9811874,77.570631,0
13.0102627,77.6977411,0
12.9712301,77.5977831,0
12.983221,77.5924218,0
13.0431929,77.5518135,0
13.0360195,77.5212488,0
13.0702135,77.5650728,-1
13.0082792,77.694241,0
13.1007763,77.5993401,0
12.9591687,77.7465274,3
12.8558596,77.6643521,6
13.01862439,77.55800419,0
12.8996615,77.6008692,0
12.9668588,77.5948388,0
13.0002709,77.6760265,0
12.9554994,77.7176068,1
12.9584994,77.6017538,0
12.9350306,77.6918587,1
12.996365,77.6693982,0
13.0415544,77.5476039,0
13.19304,77.6503512,23
12.9661358,77.586864,0
13.0515281,77.4880298,0
12.9745058,77.5704978,0
12.9757819,77.5387044,0
13.0467038,77.5719801,0
13.0401125,77.5181917,0
12.9481385,77.5736876,0
12.9888806,77.6528231,0
13.0399719,77.5181188,0
12.9568791,77.7010188,1
12.9853267,77.5745933,0
12.9217117,77.6607233,1
12.9822698,77.5674251,0
12.957054,77.567463,0
12.9105663,77.5825215,0
13.0158541,77.6623672,0
13.0423817,77.62509,0
12.981184,77.5706454,0
13.0286194,77.6321205,0
12.9898992,77.5928694,0
12.9572664,77.551711,0
13.0196389,77.5840125,0
13.0194507,77.5842804,0
12.9590793,77.5164124,4
12.9994047,77.5496096,0
12.936298,77.7054278,1
12.9752244,77.5761558,0
13.0031325,77.5841819,0
12.9276259,77.5460056,7
13.0642417,77.6518426,-1
12.9574207,77.5518605,0
13.1037944,77.5985539,0
13.0745972,77.4323408,0
12.9677312,77.5025139,4
12.9665363,77.5443086,-1
13.0210592,77.5282216,0
12.900867,77.5733073,0
13.0244934,77.7174868,0
13.0667583,77.593245,0
12.92325643,77.58360956,0
13.027915,77.72327,0
13.0639486,77.5049766,-1
13.1142212,77.5790245,25
12.9247242,77.6735579,1
12.9592719,77.654759,20
12.9622744,77.5945028,0
12.8957933,77.626025,0
12.9620955,77.5946002,0
13.0737695,77.5925142,0
12.9907758,77.6565657,0
12.9912244,77.6573707,0
12.9665467,77.5444417,-1
13.0420517,77.613225,0
13.0127397,77.6992566,0
13.0736704,77.5926238,0
13.0004513,77.5839603,0
12.9838987,77.5577653,0
12.9572983,77.5518217,0
12.9610275,77.5879681,0
12.9217369,77.6616125,1
13.0617775,77.4597149,0
13.00279424,77.58406429,0
12.98506103,77.57213473,0
13.0160832,77.7091853,0
12.9563716,77.6949677,1
13.016296,77.5617627,0
12.98506103,77.57213473,0
13.1026228,77.6000873,0
13.00709146,77.58401066,0
13.0990017,77.5993483,0
12.9637229,77.5961612,0
12.9771817,77.5855933,0
13.1112667,77.6044597,0
12.9362566,77.7054884,1
13.0084733,77.544245,0
12.9538444,77.543374,0
13.034744,77.5281644,0
12.9435587,77.5799456,0
13.0084733,77.544245,0
12.9715888,77.6047187,0
12.9996485,77.5999091,0
13.0110471,77.6249949,-1
12.8860621,77.641471,0
12.9342472,77.6101148,0
13.0111748,77.6251059,-1
12.9819597,77.5945755,0
12.984097,77.5984799,0
12.8938667,77.5990863,0
13.0217922,77.6032642,9
13.0218192,77.6032802,9
13.0217897,77.6032151,9
12.9457679,77.5955687,0
12.9856717,77.4788353,26
13.0343637,77.7342256,-1
12.9890204,77.5078025,4
12.9658127,77.5871842,0
13.0695093,77.4468501,0
13.0695249,77.4468401,0
13.0471916,77.5014881,0
13.1816817,77.6939433,-1
12.9225125,77.6584871,1
13.1111288,77.5797915,25
12.9363917,77.7054166,1
12.9008111,77.6326819,0
12.8208758,77.6868384,16
12.95713835,77.56971817,0
13.0409351,77.5452828,0
13.045425,77.5054829,0
13.0218109,77.6033282,9
12.9790645,77.5156233,4
12.9663999,77.5870528,0
12.9297637,77.6849837,1
12.9428384,77.6027553,0
13.0433586,77.5526632,0
12.98083823,77.59757498,0
13.0927495,77.5949482,0
13.0440033,77.5544317,0
12.8986496,77.5722412,0
12.9108259,77.4801374,35
12.96987627,77.74992898,3
12.8980183,77.626445,0
12.97575707,77.5582645,0
12.9475025,77.602416,0
12.8225916,77.6855841,16
12.8897429,77.5634232,21
13.0663282,77.6406836,34
13.1216885,77.6111996,0
12.8946628,77.6093254,-1
13.0575059,77.4707456,0
12.8739465,77.5407618,-1
13.0422012,77.5146886,0
12.8960631,77.7211622,-1
13.0026038,77.5839949,0
12.9752902,77.575733,0
12.9384057,77.697696,1
12.9638761,77.5847288,0
13.0101996,77.5707094,0
12.9363155,77.7056158,1
12.9694641,77.7006492,1
13.0257965,77.5209725,-1
12.9832891,77.5953313,0
12.9365505,77.5123592,0
13.0154496,77.6619706,0
13.0198211,77.7095427,0
13.0198231,77.709122,0
13.0506033,77.5931636,0
13.0258547,77.5208989,-1
12.9937886,77.5849123,0
12.938533,77.7469192,17
12.9832183,77.5959967,0
12.9877654,77.6502818,0
12.9801083,77.5708729,0
12.9801735,77.5929881,0
12.9246448,77.6002065,0
12.9738198,77.5958435,0
12.9754964,77.5871962,0
13.0488014,77.4969913,0
12.9662945,77.7139861,-1
13.0414102,77.5470988,0
12.9514992,77.5908785,0
12.9804886,77.5708977,0
12.9478647,77.5344773,0
12.87879912,77.6376673,-1
12.9360849,77.7056496,1
13.0411557,77.6225932,0
13.04889341,77.49697387,0
13.0324111,77.5338246,0
13.039201,77.5203316,0
13.0960163,77.5976603,0
12.9694217,77.7007883,1
12.9693517,77.7006465,1
12.9732799,77.6986686,1
13.0321689,77.5407188,0
13.1068426,77.6006299,0
13.0329252,77.5887408,0
13.0409707,77.5176233,0
13.0407417,77.51721,0
12.9963614,77.6682457,0
13.0081647,77.6955524,0
